,objid,u,g,r,i,z
33644,1237664669509222571,19.34277,18.01897,17.390539999999998,16.97046,16.71591
2332,1237651537632886954,19.05612,18.02979,17.48321,17.09177,16.92817
33593,1237664131553886302,19.06871,18.04936,17.611729999999998,17.24483,17.1507
45466,1237671140406526321,19.44521,17.91274,17.160079999999997,16.792820000000003,16.469160000000002
28919,1237662239088181414,17.59856,16.99501,16.73688,16.317120000000003,16.37479
39564,1237667446730129577,19.65021,18.42354,17.55238,17.12274,16.80405
757,1237648721767694500,18.62566,17.04097,16.21627,15.79984,15.507320000000002
42517,1237667910587908163,19.60367,18.37055,17.7069,17.29555,17.05387
40888,1237667429551833485,18.642670000000003,17.35874,16.69497,16.29824,16.06534
29029,1237662499467296925,18.923389999999998,18.2206,17.61979,17.18401,17.033160000000002
21728,1237661069236634159,18.67162,17.36724,16.590310000000002,16.20721,15.9017
39527,1237667446194110613,19.514960000000002,18.37024,17.6374,17.11525,16.84146
3850,1237655108911956128,18.983970000000003,17.75198,17.10879,16.72775,16.50114
28781,1237663547982414049,18.72861,17.33144,16.54016,16.10063,15.81127
25708,1237661464909775105,19.508779999999998,18.696379999999998,18.34591,18.02303,17.94973
31049,1237664104705425584,19.685660000000002,18.41504,17.65875,17.22007,16.88964
12127,1237651736852300048,19.025,17.66349,16.85158,16.43586,16.13629
14297,1237658492278735035,19.50455,17.75424,16.88101,16.45593,16.12531
11046,1237655471823061100,18.897170000000003,16.69043,15.625960000000001,15.15996,14.80221
26063,1237662303506989226,18.76822,17.47334,16.70672,16.30884,16.04499
22847,1237661950790074498,18.93528,17.617639999999998,17.01719,16.60217,16.36872
49953,1237668671864176802,18.76168,17.55818,16.99758,16.66149,16.43753
31894,1237662698115170754,19.44735,18.27157,17.42969,16.9731,16.695729999999998
36052,1237667252930609262,18.70394,17.26476,16.474120000000003,16.01932,15.74279
38343,1237665329308827681,19.078979999999998,17.61747,16.83756,16.429579999999998,16.18458
16456,1237658300056535587,19.42926,18.16169,17.3943,16.95115,16.7045
9312,1237652899690840167,19.04019,17.3718,16.50149,16.11466,15.79933
2770,1237651538724913359,18.74523,16.86216,15.95297,15.504129999999998,15.183079999999999
3021,1237649962453434552,19.43454,18.546789999999998,18.00637,17.583029999999997,17.44024
6379,1237655109444894863,19.58478,18.94896,18.70863,18.389310000000002,18.45625
48305,1237671990799958122,19.10108,17.29039,16.44835,16.08718,15.797479999999998
23265,1237661852001763454,18.95607,17.97045,17.45545,17.127129999999998,16.99229
38072,1237667255622565931,19.02274,17.08397,16.143539999999998,15.73489,15.42465
36337,1237664869748244679,19.78474,19.1501,18.748829999999998,18.23914,18.37267
6750,1237651537643438279,19.7062,18.589560000000002,17.7592,17.32705,17.092979999999997
43661,1237667442438701297,19.016460000000002,17.9126,17.231920000000002,16.86509,16.567339999999998
14492,1237658800424419431,18.4468,17.40287,16.77574,16.385679999999997,16.11572
45854,1237667430631342246,19.32328,18.03816,17.33925,16.97525,16.69537
219,1237648704050299073,19.761229999999998,18.14254,17.148979999999998,16.674970000000002,16.314239999999998
8388,1237654600490025162,18.85281,17.53745,16.863879999999998,16.46953,16.238970000000002
31003,1237664291540762666,18.75465,17.5788,16.89442,16.50049,16.30302
4497,1237651065205555338,19.11545,17.88126,17.29852,16.888920000000002,16.72831
5703,1237655106769387596,19.54808,18.26922,17.57895,17.174210000000002,16.96844
48111,1237668624631201852,19.98224,18.25759,17.53346,17.219620000000003,16.9846
14151,1237657770712694952,19.17794,17.23722,16.25307,15.852039999999999,15.49355
4943,1237653651848953948,18.9063,17.842270000000003,17.29675,16.824189999999998,16.71977
34436,1237664290467348520,19.03835,18.66913,18.44322,18.29642,18.3726
38523,1237667252932575378,19.516579999999998,18.3099,17.67961,17.303620000000002,17.0968
34223,1237665180063105228,19.03623,17.692629999999998,17.00055,16.57183,16.294439999999998
41699,1237667734526492881,18.95303,17.61055,16.94121,16.57104,16.3393
30264,1237664289390067873,19.5178,18.36029,17.76292,17.33938,17.12494
22340,1237661871861858493,19.272470000000002,17.88867,17.14828,16.72372,16.45148
48720,1237667783363330142,19.31482,17.48495,16.48894,16.0463,15.693439999999999
14092,1237658609296408662,19.592579999999998,18.43829,17.63715,17.23454,16.99355
20629,1237661383851835581,19.29651,17.33298,16.34466,15.927520000000001,15.60454
31556,1237665128564916454,18.84106,17.71947,16.96012,16.536279999999998,16.28955
14067,1237658608222797858,18.97806,18.03557,17.62411,17.34791,17.30124
48315,1237671990802907318,19.42266,18.109270000000002,17.41669,17.04181,16.76953
5734,1237655107290857636,19.34538,17.943189999999998,17.18599,16.80433,16.504070000000002
28856,1237663784215838924,20.13436,19.217979999999997,18.70053,18.30725,18.20419
2871,1237651273515597940,19.33352,17.99408,17.16509,16.75881,16.44365
18843,1237657856603455706,19.12347,17.940820000000002,17.33428,16.97316,16.738870000000002
48598,1237668270821933232,19.20743,17.219820000000002,16.20104,15.78819,15.438939999999999
22678,1237661812810776643,19.43243,18.17975,17.58672,17.2337,17.03214
18785,1237661386006921461,19.19851,17.93226,17.44255,17.11658,16.97802
33126,1237665128007401568,19.1516,18.23348,17.75061,17.44211,17.26768
25964,1237662306199208198,19.27242,17.52395,16.68449,16.3363,16.066589999999998
134,1237648720673636649,19.47375,18.199479999999998,17.5852,17.20185,16.9903
11881,1237654601030500594,19.08379,17.66723,16.881120000000003,16.44846,16.135270000000002
6907,1237654609604706445,19.38972,18.31,17.72561,17.38617,17.198339999999998
32710,1237665372792422413,19.61305,18.749879999999997,18.49449,18.2738,18.019560000000002
14654,1237661064419475718,19.0134,17.62695,16.89125,16.50166,16.18808
21425,1237661387619238367,19.558,18.22625,17.48893,17.133470000000003,16.85578
12524,1237655463770259600,19.50515,18.50196,17.8666,17.45934,17.27175
38349,1237665329309810771,18.827479999999998,18.258689999999998,18.05353,17.74986,17.85405
24562,1237661068177965182,19.57866,18.846610000000002,18.39774,18.05875,18.062260000000002
45946,1237668314310705340,18.8401,17.11041,16.18419,15.72476,15.400279999999999
1117,1237651249890459754,19.1049,17.8778,17.202479999999998,16.82217,16.56012
16553,1237658311865991361,19.35248,18.041320000000002,17.35209,16.985329999999998,16.69942
49585,1237674603753832659,19.3901,18.32519,17.69021,17.27982,17.13092
10817,1237654610680610932,19.44824,17.9386,17.19435,16.70222,16.47716
23349,1237659331386867922,18.52335,17.5563,17.14295,16.80886,16.693379999999998
18391,1237661068722962588,19.076320000000003,17.68021,16.863879999999998,16.41327,16.06956
13521,1237658312944451790,19.78451,18.47993,17.74784,17.35472,17.08951
37975,1237667781762678884,19.032629999999997,17.88638,17.27092,16.845,16.669079999999997
16151,1237660962935144616,19.67618,18.25562,17.49749,17.05588,16.76163
4323,1237648720710926644,19.92746,18.19197,17.31175,16.921770000000002,16.60008
11717,1237658203424882780,19.56662,18.381079999999997,17.58996,17.12929,16.80472
37506,1237663916797854097,18.87479,17.573629999999998,16.83052,16.3541,16.14011
4627,1237651735211278414,18.80493,17.47062,16.70028,16.30114,16.00862
13269,1237655501887897868,19.58859,18.25754,17.39556,16.950020000000002,16.6528
45708,1237668623012724844,19.53304,17.92447,17.04261,16.57895,16.22178
28147,1237662303525405036,19.08367,17.17357,16.33836,15.9367,15.59612
1577,1237648720160882764,18.68494,17.92977,17.602320000000002,17.23265,17.264429999999997
30212,1237664285096870276,19.35995,18.17952,17.504720000000002,17.1124,16.90883
7272,1237655126086975743,19.53408,18.1423,17.350379999999998,16.9207,16.63785
11711,1237658203424293027,20.107779999999998,19.34252,18.840999999999998,18.47505,18.45496
21104,1237661387066114176,19.67009,18.481279999999998,17.76365,17.369770000000003,17.12568
14611,1237658191078031545,18.87323,17.09133,16.174039999999998,15.73344,15.40376
28000,1237662642271748405,19.504260000000002,18.05164,17.20211,16.71699,16.38681
1945,1237651252565377171,19.2116,18.08527,17.40673,16.97635,16.72481
32784,1237663784200700032,19.00947,17.67827,16.84204,16.366970000000002,16.07276
39496,1237667444581728369,18.894820000000003,17.917720000000003,17.40757,17.06157,16.862370000000002
29967,1237662340008443924,18.74383,17.292360000000002,16.49641,16.00459,15.71768
2078,1237649919508086917,18.92672,17.58181,16.846510000000002,16.41765,16.10679
35785,1237665567146836121,19.52877,18.460160000000002,17.78377,17.398770000000003,17.162129999999998
11498,1237654881798651999,18.23081,16.46748,15.544260000000001,15.097370000000002,14.75665
41297,1237667212131565677,18.9223,17.62357,16.97842,16.61628,16.36761
29043,1237662499475095765,19.39806,18.564,17.952170000000002,17.61636,17.437829999999998
2063,1237649918972330084,18.80985,17.56864,16.82141,16.41018,16.164379999999998
2334,1237651537633607781,19.53129,18.867910000000002,18.63172,18.35466,18.43281
34298,1237665441523171520,19.361179999999997,18.12535,17.566270000000003,17.21069,17.008589999999998
15457,1237658802568233105,18.89666,16.87862,15.78024,15.34079,14.954429999999999
30415,1237662305658798260,20.05483,18.28525,17.36936,16.99319,16.6904
957,1237651538185945210,19.57949,18.225839999999998,17.47006,16.96106,16.76237
20176,1237658423551721674,19.36372,17.47622,16.61191,16.2257,15.896720000000002
6214,1237653652914569361,18.58504,17.14547,16.2094,15.724070000000001,15.3668
2787,1237651272972763212,19.123620000000003,18.04156,17.50218,17.17001,16.9167
47478,1237678617433604211,19.60555,18.61778,18.035320000000002,17.62724,17.40329
21931,1237661382233555077,19.76008,18.3371,17.59167,17.21807,16.97871
20855,1237658300609396890,19.17504,18.42556,17.90618,17.42681,17.283929999999998
9722,1237656241698308395,19.20276,17.96281,17.19734,16.71632,16.42342
39936,1237667729657233881,18.637520000000002,17.50199,16.8952,16.541729999999998,16.30677
16284,1237655498128359581,19.31157,18.155720000000002,17.561870000000003,17.13242,16.916629999999998
32647,1237662636904808616,19.027479999999997,17.42464,16.55668,16.16514,15.85941
15111,1237658613053063256,19.42172,18.2382,17.64535,17.302310000000002,17.0986
36194,1237665531179827239,19.560760000000002,18.30173,17.58435,17.20851,16.91885
12837,1237657856602210441,19.32256,18.56932,18.18587,17.82273,17.89134
45849,1237667430628983158,19.3125,17.27391,16.27199,15.845970000000001,15.488270000000002
39758,1237667431177846798,19.17073,17.605999999999998,16.77794,16.33502,16.03465
11940,1237657776073277956,19.20291,17.8253,17.07108,16.6394,16.37261
8811,1237655742410391920,19.24592,17.284270000000003,16.29716,15.875179999999999,15.52624
9377,1237656971300569304,19.04127,17.76582,17.182920000000003,16.84054,16.581310000000002
17188,1237658493894131803,18.77529,17.59668,17.01614,16.66858,16.4584
31362,1237664667899527368,19.609360000000002,18.04583,17.11318,16.69559,16.34636
48620,1237673310968021179,18.60879,16.59113,15.570870000000001,15.1169,14.7575
9988,1237657629511713172,18.99248,18.006429999999998,17.41793,17.00646,16.79028
37122,1237665549430161591,18.88739,17.472179999999998,16.84539,16.4731,16.238789999999998
47738,1237667735568056587,19.104210000000002,18.19577,17.69451,17.34209,17.24928
38537,1237667252934738064,19.46435,18.24985,17.6607,17.28345,17.1003
47254,1237671125371846925,19.31608,17.72477,16.8086,16.37526,16.05624
35452,1237665227845468262,19.16718,18.00072,17.36184,17.02107,16.79285
48606,1237672841745727618,19.2452,17.32754,16.35824,15.949010000000001,15.601120000000002
9265,1237657221487722672,19.366429999999998,18.367729999999998,17.80733,17.47821,17.285989999999998
29355,1237662337329332449,19.10008,18.0076,17.47805,17.12886,16.965320000000002
4335,1237648720715448758,19.28815,17.436410000000002,16.46624,15.990820000000001,15.638679999999999
4974,1237654606398226512,19.25078,18.003410000000002,17.407629999999997,17.0529,16.83941
25664,1237662225156407443,18.756439999999998,17.56053,16.99109,16.62185,16.37976
1839,1237648722300043485,19.72448,18.47478,17.73442,17.28115,17.022479999999998
2105,1237649920045547655,19.21344,18.0406,17.27224,16.834329999999998,16.57474
28328,1237662237488513256,18.79635,17.43889,16.794710000000002,16.429170000000003,16.24036
44358,1237667252919402566,19.14366,17.16751,16.13146,15.70553,15.33102
7348,1237655504573497938,18.88723,17.11514,16.23774,15.809629999999999,15.468370000000002
40181,1237667538006376717,18.77254,17.20981,16.49261,16.10838,15.82572
4170,1237655107845685421,18.301470000000002,16.28602,15.19365,14.7553,14.414439999999999
34495,1237658302741938370,19.60681,18.38364,17.65951,17.26644,17.019660000000002
10418,1237657191447658564,19.24928,17.46902,16.59854,16.23181,15.929570000000002
47970,1237671123756974568,18.82951,17.043960000000002,16.10347,15.646560000000001,15.29456
49889,1237664852576436416,19.44202,17.49831,16.44932,16.01203,15.661
643,1237648675605905957,19.389029999999998,18.337139999999998,17.6864,17.27947,17.02616
6189,1237655464314077269,19.45936,18.37805,17.78724,17.40103,17.20701
45894,1237671939799122083,19.15703,17.873160000000002,17.257479999999997,16.88348,16.65129
13621,1237658303280185519,18.73532,17.66836,17.14754,16.85794,16.68455
19339,1237661416066908266,19.21491,18.10954,17.5539,17.20663,17.02843
17187,1237658493894000741,19.25476,18.1077,17.50461,17.117079999999998,16.93751
12353,1237656494034911496,18.87302,17.86347,17.2609,16.807489999999998,16.60425
29245,1237662530603188360,19.330779999999997,18.06125,17.315520000000003,16.98483,16.72032
35162,1237664818752061601,19.42449,18.267020000000002,17.57943,17.20148,16.95747
17389,1237661151918555323,19.56318,18.28122,17.52297,17.0971,16.8076
22742,1237660636534014083,19.07155,18.061729999999997,17.587239999999998,17.25057,17.11524
3399,1237654954812113112,18.56439,16.67749,15.746170000000001,15.326410000000001,14.985629999999999
12812,1237657856069533849,19.09161,17.23111,16.22792,15.79459,15.46817
28809,1237662223542190243,19.55215,17.897170000000003,16.95052,16.52366,16.20673
38809,1237667322176340159,19.18229,18.05855,17.25292,16.79447,16.49841
24238,1237662193463066641,19.32627,18.66199,18.29935,17.949070000000003,17.93095
33228,1237664836466507908,19.56074,19.05453,18.6947,18.30128,18.28715
45439,1237671139872014504,19.62752,18.319329999999997,17.57164,17.17192,16.92216
7201,1237655125539946664,18.21235,16.23064,15.21659,14.76441,14.38984
41045,1237667291584790933,19.40803,18.19233,17.33509,16.90029,16.59145
556,1237648722326192398,19.643079999999998,17.77487,16.749879999999997,16.3048,15.9549
3002,1237649961380675689,18.82266,17.576810000000002,16.89172,16.46639,16.22384
2649,1237651225707413803,19.0205,17.64819,16.93199,16.50628,16.2065
23779,1237659329237418437,18.9681,17.86086,17.35482,17.06737,16.9545
40622,1237667293194092744,19.67616,18.19055,17.513189999999998,17.12901,16.92989
33361,1237665530646298799,19.3701,18.17385,17.5052,17.08827,16.93105
27955,1237662641197088999,19.39118,18.2472,17.48214,17.027910000000002,16.77879
37662,1237664852567916720,18.835639999999998,17.57722,16.82142,16.4202,16.14888
39811,1237665226240426163,18.2175,17.07544,16.47123,16.10025,15.857120000000002
3310,1237650372089020578,18.548579999999998,17.25133,16.59525,16.23421,16.020770000000002
6529,1237654948370448500,19.06852,18.33837,17.88946,17.56631,17.47568
24707,1237662223525675098,18.832179999999997,16.82745,15.79415,15.342629999999998,15.00844
45370,1237671129126338802,18.692439999999998,17.28495,16.59766,16.23415,16.005489999999998
6760,1237654669738115225,19.48388,19.29094,18.90575,18.88242,18.444329999999997
11810,1237657630059200682,19.76524,18.395229999999998,17.625410000000002,17.18822,16.924429999999997
28843,1237662224061628506,18.89979,17.809,17.35396,17.00904,16.91079
17422,1237661152453787734,19.32287,18.40841,17.81815,17.473679999999998,17.28439
4237,1237651714798911843,19.00959,17.76349,17.0838,16.71039,16.44495
28293,1237662237468459107,18.84853,17.977870000000003,17.74065,17.416439999999998,17.40806
7443,1237653613185466563,19.052970000000002,18.100720000000003,17.63429,17.26973,17.068920000000002
15143,1237658613587640437,18.340989999999998,17.06508,16.47503,16.12497,15.91981
